step,transaction_id,transaction_type,channel,device_type,network_provider,time_of_day,day_of_week,amount,customer_id,customer_type,customer_region,old_balance,new_balance,recipient_id,recipient_type,recipient_region,recipient_old_balance,recipient_new_balance,isFraud,isFlaggedFraud
430,T495875,AIRTIME,API,iOS,AirtelTigo,Evening,Thursday,55100.86,C8179977004,Government,Greater Accra,63213.66,8112.800000000003,R4319573907,Agent,Northern,31543.55,86644.41,0,0
183,T726225,CASH_OUT,USSD,Android,MTN,Night,Thursday,75366.87,C3842576217,Agent,Upper West,145.29,0.0,R9041867971,Government,Eastern,31273.23,106640.09999999999,1,1
270,T703149,AIRTIME,USSD,FeaturePhone,AirtelTigo,Night,Saturday,4420.23,C8567619998,Agent,Eastern,80452.66,76032.43000000001,R7942629083,Government,Western,26560.79,30981.02,0,0
49,T559318,CASH_OUT,USSD,Android,Vodafone,Night,Sunday,14834.28,C7400696542,Merchant,Western,680.63,0.0,R7747456639,Merchant,Upper East,31000.69,45834.97,1,0
143,T498730,REVERSAL,API,Android,AirtelTigo,Evening,Friday,73755.97,C8211421726,Individual,Ashanti,8720.39,0.0,R4488257848,Government,Volta,40488.86,114244.83,0,0
694,T620304,TRANSFER,USSD,FeaturePhone,AirtelTigo,Night,Saturday,92328.89,C7400325839,Government,Central,901.78,0.0,R1728247218,Individual,Ashanti,18525.84,110854.73,1,1
47,T510933,TRANSFER,App,iOS,MTN,Night,Wednesday,39134.51,C4969210194,Merchant,Upper West,366.29,0.0,R1910924450,Individual,Greater Accra,42687.07,81821.58,1,1
511,T924758,TRANSFER,API,FeaturePhone,Vodafone,Night,Sunday,91844.86,C8652281649,Merchant,Greater Accra,2815.08,0.0,R5778232041,Government,Upper East,36243.54,128088.4,1,1
500,T739008,TRANSFER,Agent,Android,MTN,Night,Tuesday,83982.13,C1831314297,Merchant,Greater Accra,2111.56,0.0,R1507695800,Agent,Central,18708.55,102690.68000000001,1,1
164,T441268,CASH_OUT,Agent,FeaturePhone,MTN,Evening,Saturday,18709.21,C5183872918,Merchant,Upper West,96454.56,77745.35,R5448157321,Individual,Upper East,25534.77,44243.979999999996,0,0
588,T725905,CASH_OUT,API,FeaturePhone,AirtelTigo,Night,Monday,64204.99,C7333316743,Merchant,Upper East,2822.98,0.0,R3480920839,Government,Upper East,42251.98,106456.97,1,1
264,T958311,TRANSFER,API,FeaturePhone,MTN,Night,Friday,77153.93,C2033720874,Individual,Upper West,1946.71,0.0,R6155468456,Merchant,Upper East,36268.77,113422.69999999998,1,1
127,T624902,CASH_OUT,API,Android,MTN,Night,Tuesday,31593.72,C4272602734,Agent,Eastern,1980.59,0.0,R7980611182,Individual,Central,32855.57,64449.29,1,1
318,T862067,CASH_OUT,USSD,iOS,Vodafone,Night,Sunday,65548.64,C9640565939,Government,Central,1010.64,0.0,R5723304144,Individual,Northern,13973.66,79522.3,1,1
138,T460912,CASH_OUT,Agent,Android,MTN,Night,Friday,72869.45,C3051649180,Merchant,Eastern,2004.61,0.0,R1765622731,Merchant,Eastern,7711.62,80581.06999999999,1,1
304,T866288,CASH_OUT,App,iOS,Vodafone,Night,Wednesday,45555.7,C2638728074,Merchant,Eastern,1081.13,0.0,R4350598093,Agent,Ashanti,44860.21,90415.91,1,1
733,T841947,CASH_OUT,API,Android,Vodafone,Night,Sunday,71534.68,C5176425710,Government,Eastern,243.23,0.0,R7750803127,Merchant,Eastern,1959.19,73493.87,1,1
615,T633661,AIRTIME,App,iOS,Vodafone,Morning,Saturday,24894.08,C1071624258,Individual,Upper East,95377.72,70483.64,R2414208068,Merchant,Eastern,47691.59,72585.67,0,0
699,T408046,TRANSFER,App,Android,AirtelTigo,Afternoon,Sunday,69893.35,C7037498909,Individual,Northern,24171.79,0.0,R6325655734,Individual,Volta,11113.75,81007.1,0,0
513,T838063,TRANSFER,App,FeaturePhone,MTN,Evening,Friday,13635.11,C3038012696,Government,Greater Accra,84643.08,71007.97,R2307415796,Merchant,Northern,30591.6,44226.71,0,0
478,T773100,TRANSFER,API,FeaturePhone,Vodafone,Afternoon,Monday,46456.86,C3690445219,Government,Western,12620.51,0.0,R3296095879,Merchant,Volta,40633.33,87090.19,0,0
373,T197429,TRANSFER,USSD,iOS,MTN,Night,Sunday,45923.57,C3011229698,Government,Central,308.55,0.0,R7251686413,Individual,Western,46262.35,92185.92,1,1
678,T671598,CASH_OUT,Agent,iOS,AirtelTigo,Night,Thursday,23807.46,C6039758047,Agent,Upper East,2587.56,0.0,R1597296237,Government,Central,10966.41,34773.869999999995,1,1
557,T293136,TRANSFER,App,FeaturePhone,MTN,Night,Wednesday,40487.57,C3855462767,Agent,Eastern,96952.53,56464.96,R5497653417,Agent,Upper West,12930.43,53418.0,0,0
714,T982298,TRANSFER,USSD,iOS,Vodafone,Night,Saturday,40229.51,C2378996901,Agent,Northern,2170.46,0.0,R4364114312,Agent,Northern,25717.61,65947.12,1,1
263,T602165,CASH_IN,USSD,FeaturePhone,Vodafone,Evening,Sunday,91761.89,C6729244483,Individual,Volta,25354.03,0.0,R8312098137,Merchant,Western,22727.18,114489.07,0,0
513,T926494,CASH_OUT,Agent,Android,MTN,Night,Tuesday,12883.29,C9699023942,Merchant,Greater Accra,1737.03,0.0,R4315727014,Government,Volta,32576.05,45459.34,1,0
393,T100511,CASH_OUT,API,FeaturePhone,Vodafone,Night,Wednesday,70291.97,C2050941765,Merchant,Western,49049.94,0.0,R9929387132,Government,Ashanti,28305.28,98597.25,0,0
145,T815641,AIRTIME,API,Android,Vodafone,Morning,Thursday,59236.24,C4690515516,Government,Greater Accra,55522.48,0.0,R7609599455,Merchant,Volta,19994.17,79230.41,0,0
470,T524707,CASH_OUT,App,iOS,MTN,Night,Wednesday,25416.7,C2394868732,Government,Upper East,724.5,0.0,R7949795085,Agent,Greater Accra,29233.4,54650.100000000006,1,1
89,T510103,CASH_OUT,App,iOS,AirtelTigo,Night,Monday,66444.33,C1475641654,Government,Volta,1818.75,0.0,R7599015485,Merchant,Ashanti,29750.49,96194.82,1,1
479,T890177,CASH_IN,App,Android,AirtelTigo,Afternoon,Sunday,29771.88,C9963433108,Individual,Central,47089.91,17318.030000000002,R1896511281,Agent,Upper East,32352.9,62124.78,0,0
232,T422662,CASH_OUT,USSD,iOS,Vodafone,Night,Sunday,36329.72,C1409090956,Individual,Upper West,220.2,0.0,R9655361310,Government,Eastern,11482.02,47811.740000000005,1,1
220,T843261,CASH_OUT,USSD,FeaturePhone,Vodafone,Night,Saturday,45289.12,C6310010573,Merchant,Greater Accra,2149.31,0.0,R1927486277,Government,Volta,13735.44,59024.560000000005,1,1
193,T378172,TRANSFER,API,Android,Vodafone,Night,Sunday,44116.21,C3019130310,Merchant,Volta,2101.37,0.0,R7428390960,Merchant,Eastern,21191.87,65308.08,1,1
193,T435729,AIRTIME,Agent,FeaturePhone,Vodafone,Evening,Friday,75243.46,C7777292406,Government,Upper West,65240.16,0.0,R2304350677,Individual,Northern,23107.38,98350.84000000001,0,0
430,T990623,REVERSAL,USSD,iOS,MTN,Night,Friday,82843.47,C5541242291,Government,Western,40929.48,0.0,R6996173479,Agent,Northern,49140.22,131983.69,0,0
562,T176066,CASH_OUT,App,Android,AirtelTigo,Night,Wednesday,40398.48,C3820283670,Merchant,Western,2367.09,0.0,R7952146780,Merchant,Northern,11236.29,51634.770000000004,1,1
352,T537766,CASH_OUT,App,Android,MTN,Night,Thursday,87270.15,C3807302199,Individual,Volta,1099.68,0.0,R5810692022,Government,Ashanti,31974.63,119244.78,1,1
13,T962367,TRANSFER,USSD,FeaturePhone,MTN,Night,Sunday,99949.29,C2595467139,Individual,Western,1903.02,0.0,R3898400928,Individual,Eastern,47839.99,147789.28,1,1
57,T776978,TRANSFER,Agent,Android,Vodafone,Night,Tuesday,8817.33,C5818875650,Merchant,Ashanti,2460.42,0.0,R8825222689,Merchant,Western,16225.4,25042.73,1,0
220,T912248,TRANSFER,API,Android,MTN,Night,Monday,84647.23,C5197702821,Merchant,Western,2543.53,0.0,R3636467652,Individual,Northern,27071.71,111718.94,1,1
724,T396835,CASH_OUT,API,Android,AirtelTigo,Night,Friday,6099.45,C1614521710,Individual,Volta,1287.59,0.0,R8680107879,Merchant,Volta,29908.42,36007.869999999995,1,0
669,T858339,TRANSFER,Agent,Android,AirtelTigo,Night,Sunday,20341.47,C1768472669,Government,Upper East,2343.48,0.0,R1802328719,Merchant,Greater Accra,11472.31,31813.78,1,1
209,T695055,CASH_OUT,API,Android,Vodafone,Night,Sunday,29231.04,C4730756217,Government,Upper West,1655.79,0.0,R5032484588,Merchant,Greater Accra,35029.81,64260.85,1,1
597,T994905,CASH_OUT,Agent,FeaturePhone,MTN,Night,Thursday,53711.7,C4962699885,Agent,Central,2763.15,0.0,R5353147944,Government,Volta,48504.24,102215.94,1,1
518,T273838,CASH_OUT,App,Android,AirtelTigo,Night,Tuesday,32878.41,C9423487473,Agent,Northern,1508.44,0.0,R1553238473,Agent,Eastern,12444.75,45323.16,1,1
81,T604660,REVERSAL,App,Android,Vodafone,Afternoon,Tuesday,95179.77,C8589216428,Merchant,Eastern,6751.58,0.0,R1810199665,Merchant,Western,8358.65,103538.42,0,0
573,T181023,TRANSFER,API,Android,AirtelTigo,Night,Saturday,18871.45,C3772733269,Merchant,Greater Accra,1451.08,0.0,R5888015939,Individual,Upper West,38830.17,57701.619999999995,1,0
208,T429121,CASH_OUT,App,FeaturePhone,Vodafone,Night,Thursday,37320.45,C3254133368,Government,Northern,2565.55,0.0,R6197472816,Agent,Western,20820.57,58141.02,1,1
631,T294458,CASH_OUT,Agent,Android,MTN,Afternoon,Friday,15906.5,C6646139233,Government,Upper West,60445.17,44538.67,R6694399980,Government,Upper East,47022.97,62929.47,0,0
648,T282729,CASH_IN,App,FeaturePhone,MTN,Night,Thursday,68183.2,C7799501459,Government,Central,41301.3,0.0,R5525521565,Individual,Volta,28153.26,96336.45999999999,0,0
542,T205149,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Wednesday,54927.22,C4035639663,Merchant,Volta,2589.16,0.0,R5985331805,Individual,Western,44987.98,99915.20000000001,1,1
611,T644656,TRANSFER,USSD,FeaturePhone,Vodafone,Night,Saturday,83178.83,C2803318166,Individual,Volta,45.06,0.0,R8858705275,Individual,Upper West,28279.99,111458.82,1,1
240,T188501,CASH_OUT,App,iOS,Vodafone,Night,Friday,7811.39,C5154717862,Merchant,Greater Accra,2216.24,0.0,R4529276727,Government,Upper West,24255.51,32066.899999999998,1,0
246,T275124,TRANSFER,API,iOS,MTN,Night,Wednesday,22258.09,C1516458035,Individual,Upper East,885.18,0.0,R7652830454,Agent,Upper West,20876.06,43134.15,1,1
147,T136538,TRANSFER,USSD,Android,MTN,Evening,Sunday,25584.04,C2625480984,Individual,Upper West,84469.55,58885.51,R3281679094,Government,Upper West,12252.19,37836.23,0,0
222,T174575,CASH_OUT,API,FeaturePhone,Vodafone,Night,Thursday,77679.85,C8095410426,Agent,Eastern,979.39,0.0,R1412720524,Government,Upper East,46123.21,123803.06,1,1
257,T161779,CASH_OUT,USSD,iOS,MTN,Night,Friday,76657.1,C8672105170,Merchant,Western,745.16,0.0,R1253411069,Agent,Eastern,982.33,77639.43000000001,1,1
729,T579776,CASH_OUT,App,Android,MTN,Night,Monday,50436.95,C5784400161,Individual,Eastern,854.74,0.0,R5785590330,Government,Eastern,38438.21,88875.16,1,1
10,T878896,TRANSFER,App,FeaturePhone,MTN,Night,Wednesday,15431.11,C1882973081,Government,Northern,1697.84,0.0,R6597934134,Individual,Northern,9674.66,25105.77,1,0
278,T209311,UTILITY_PAYMENT,USSD,FeaturePhone,Vodafone,Afternoon,Tuesday,25207.82,C9763943705,Merchant,Greater Accra,68014.51,42806.689999999995,R6635724009,Individual,Ashanti,36773.85,61981.67,0,0
673,T231113,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Sunday,61799.07,C4125758723,Government,Eastern,641.69,0.0,R8138332494,Individual,Eastern,18983.98,80783.05,1,1
109,T687957,AIRTIME,Agent,Android,Vodafone,Evening,Monday,21719.1,C4495069054,Merchant,Western,63830.55,42111.450000000004,R9698124329,Government,Ashanti,19556.45,41275.55,0,0
643,T163282,AIRTIME,Agent,FeaturePhone,MTN,Night,Monday,71327.21,C7259814068,Government,Volta,24356.93,0.0,R8731990890,Government,Ashanti,19524.45,90851.66,0,0
3,T796855,CASH_OUT,USSD,iOS,Vodafone,Afternoon,Thursday,83544.74,C8067816229,Individual,Upper West,18424.29,0.0,R8224238555,Agent,Volta,46163.9,129708.64000000001,0,0
531,T146372,CASH_OUT,USSD,iOS,Vodafone,Evening,Sunday,24640.13,C1380639526,Agent,Central,23555.7,0.0,R9126765711,Merchant,Ashanti,7577.46,32217.59,0,0
609,T472335,REVERSAL,Agent,Android,Vodafone,Morning,Tuesday,49387.39,C8468365418,Government,Central,96351.39,46964.0,R1307978476,Government,Upper West,40579.47,89966.86,0,0
590,T550011,UTILITY_PAYMENT,USSD,iOS,AirtelTigo,Afternoon,Saturday,13055.32,C1445328965,Individual,Northern,27308.45,14253.130000000001,R4479988111,Merchant,Western,5810.07,18865.39,0,0
485,T356220,CASH_IN,Agent,iOS,MTN,Night,Monday,78828.73,C7458161261,Agent,Northern,87321.48,8492.75,R8412995496,Individual,Upper East,28932.0,107760.73,0,0
567,T160101,CASH_OUT,API,FeaturePhone,AirtelTigo,Night,Tuesday,60464.54,C5529503814,Government,Western,1255.81,0.0,R2476678923,Government,Western,33182.45,93646.98999999999,1,1
411,T404779,CASH_OUT,Agent,FeaturePhone,AirtelTigo,Night,Sunday,44072.56,C2614141871,Merchant,Eastern,1107.98,0.0,R7743673019,Government,Western,18905.42,62977.979999999996,1,1
440,T861803,AIRTIME,App,iOS,MTN,Morning,Friday,27984.32,C1758536429,Government,Volta,43869.49,15885.169999999998,R2598689926,Individual,Upper West,10097.81,38082.13,0,0
153,T883890,TRANSFER,App,iOS,Vodafone,Night,Wednesday,94801.07,C2041877786,Government,Volta,11528.52,0.0,R6423704730,Individual,Upper East,39237.49,134038.56,0,0
530,T310897,CASH_IN,API,FeaturePhone,Vodafone,Evening,Thursday,81868.25,C5119117424,Government,Eastern,49728.83,0.0,R6798862126,Merchant,Upper West,40857.89,122726.14,0,0
686,T606874,CASH_OUT,Agent,iOS,MTN,Afternoon,Sunday,81103.74,C1893862915,Government,Central,145.24,0.0,R4944085554,Merchant,Upper West,25603.3,106707.04000000001,0,0
447,T656322,CASH_OUT,App,iOS,AirtelTigo,Night,Saturday,82763.71,C9619926628,Agent,Upper East,2206.27,0.0,R8230710707,Agent,Volta,42201.62,124965.33000000002,1,1
642,T565025,AIRTIME,Agent,iOS,AirtelTigo,Night,Wednesday,63184.67,C2812698805,Merchant,Western,47659.3,0.0,R9759683329,Government,Upper East,47919.54,111104.20999999999,0,0
180,T444523,CASH_OUT,App,Android,MTN,Morning,Friday,12003.59,C8129362901,Merchant,Upper West,89645.74,77642.15000000001,R5850290302,Agent,Upper East,20922.06,32925.65,0,0
19,T487743,CASH_OUT,USSD,Android,MTN,Night,Wednesday,62930.29,C1420102358,Government,Volta,127.84,0.0,R8080776489,Individual,Northern,35307.56,98237.85,1,1
16,T229084,UTILITY_PAYMENT,USSD,Android,Vodafone,Night,Friday,62235.65,C7610603526,Merchant,Greater Accra,3799.91,0.0,R3515878959,Individual,Northern,39746.34,101981.98999999999,0,0
459,T659680,REVERSAL,Agent,iOS,AirtelTigo,Afternoon,Tuesday,22521.73,C7275529188,Agent,Eastern,93269.61,70747.88,R1835046420,Agent,Ashanti,12355.12,34876.85,0,0
552,T739675,CASH_IN,Agent,iOS,AirtelTigo,Evening,Tuesday,25113.54,C6381012723,Agent,Eastern,93786.51,68672.97,R6997951606,Individual,Volta,1938.08,27051.620000000003,0,0
190,T476806,AIRTIME,App,FeaturePhone,MTN,Night,Thursday,4274.63,C2105451044,Agent,Eastern,67630.3,63355.670000000006,R5193061360,Individual,Northern,38513.41,42788.04,0,0
181,T178589,TRANSFER,USSD,FeaturePhone,Vodafone,Night,Sunday,37752.57,C4343722496,Agent,Northern,305.57,0.0,R1110146803,Individual,Eastern,41656.49,79409.06,1,1
467,T519909,CASH_IN,Agent,Android,Vodafone,Evening,Saturday,30856.22,C3824776052,Individual,Volta,91513.83,60657.61,R4314250445,Merchant,Upper West,8888.31,39744.53,0,0
592,T940262,REVERSAL,Agent,FeaturePhone,Vodafone,Night,Saturday,87572.83,C7168431920,Individual,Upper West,24260.93,0.0,R7389162989,Agent,Upper West,2328.22,89901.05,0,0
564,T613090,CASH_OUT,USSD,Android,MTN,Morning,Monday,29071.65,C3266988618,Government,Upper East,60738.03,31666.379999999997,R4226361338,Government,Greater Accra,33911.81,62983.46,0,0
371,T603028,AIRTIME,App,FeaturePhone,AirtelTigo,Afternoon,Wednesday,7542.13,C3654162183,Individual,Eastern,58215.78,50673.65,R1532119829,Merchant,Western,46335.76,53877.89,0,0
536,T275284,CASH_OUT,App,FeaturePhone,Vodafone,Night,Tuesday,10847.88,C5175416378,Government,Eastern,1750.27,0.0,R4472312361,Merchant,Eastern,25576.81,36424.69,1,0
53,T365959,CASH_OUT,USSD,FeaturePhone,AirtelTigo,Night,Wednesday,20635.54,C7048565831,Agent,Northern,659.14,0.0,R2893965515,Individual,Ashanti,29865.1,50500.64,1,1
28,T135574,REVERSAL,USSD,iOS,AirtelTigo,Night,Tuesday,12032.63,C9656917730,Merchant,Ashanti,11646.56,0.0,R2803767845,Merchant,Western,30658.11,42690.74,0,0
328,T481039,CASH_OUT,Agent,FeaturePhone,Vodafone,Night,Wednesday,31412.26,C8531385585,Government,Volta,1344.63,0.0,R1093202500,Government,Upper East,33109.77,64522.03,1,1
693,T768706,TRANSFER,App,FeaturePhone,Vodafone,Night,Monday,59413.39,C3095318649,Agent,Upper West,1475.78,0.0,R9618334441,Agent,Northern,30228.71,89642.1,1,1
113,T511928,UTILITY_PAYMENT,API,FeaturePhone,AirtelTigo,Afternoon,Sunday,53557.93,C7608778051,Individual,Upper East,4568.61,0.0,R4872521694,Government,Western,15237.45,68795.38,0,0
333,T560352,TRANSFER,App,Android,MTN,Night,Tuesday,28808.74,C6381250210,Government,Greater Accra,1552.32,0.0,R7009686555,Government,Greater Accra,34448.71,63257.45,1,1
192,T851501,CASH_IN,App,Android,Vodafone,Afternoon,Sunday,50215.92,C7946687032,Agent,Eastern,44246.35,0.0,R6203262864,Merchant,Western,18346.5,68562.42,0,0
652,T163145,TRANSFER,USSD,Android,MTN,Evening,Sunday,5232.38,C4521583952,Individual,Central,77109.42,71877.04,R6752761170,Merchant,Eastern,42816.2,48048.579999999994,0,0
10,T941304,TRANSFER,API,FeaturePhone,MTN,Night,Thursday,15493.02,C4597372574,Government,Western,70035.26,54542.23999999999,R5625171850,Agent,Upper West,24244.65,39737.67,0,0
437,T449040,UTILITY_PAYMENT,USSD,FeaturePhone,Vodafone,Night,Sunday,51737.95,C6191734398,Individual,Western,6487.24,0.0,R3589051882,Government,Northern,41003.11,92741.06,0,0
78,T160760,CASH_OUT,API,FeaturePhone,MTN,Night,Monday,58764.54,C9003530836,Individual,Northern,61353.13,2588.5899999999965,R5141494186,Agent,Volta,42426.01,101190.55,0,0
402,T980673,CASH_OUT,Agent,FeaturePhone,MTN,Night,Friday,12799.0,C7191825941,Agent,Volta,2835.11,0.0,R9159416252,Government,Eastern,4472.79,17271.79,1,0
85,T804803,CASH_OUT,USSD,iOS,MTN,Night,Monday,27688.73,C5222387708,Individual,Ashanti,85201.74,57513.01000000001,R1253066397,Merchant,Upper East,36314.21,64002.94,0,0
535,T640118,AIRTIME,USSD,Android,AirtelTigo,Night,Monday,50743.87,C6597254951,Individual,Ashanti,5417.16,0.0,R5951375416,Government,Upper East,4481.62,55225.490000000005,0,0
180,T595429,CASH_OUT,App,Android,MTN,Night,Monday,26707.91,C8047348633,Agent,Greater Accra,1383.25,0.0,R5606987443,Agent,Greater Accra,6182.99,32890.9,1,1
126,T732770,CASH_IN,App,Android,MTN,Night,Friday,98658.72,C7639031523,Agent,Greater Accra,32225.87,0.0,R7437414308,Agent,Volta,47228.76,145887.48,0,0
570,T267520,CASH_OUT,App,iOS,MTN,Night,Wednesday,33263.78,C1185180108,Individual,Ashanti,1697.18,0.0,R8064623490,Merchant,Northern,2813.5,36077.28,1,1
576,T887931,CASH_OUT,App,FeaturePhone,MTN,Night,Monday,70752.26,C2781166078,Merchant,Eastern,2679.05,0.0,R4492695244,Individual,Central,14413.67,85165.93,1,1
570,T637514,AIRTIME,App,FeaturePhone,MTN,Night,Tuesday,17724.03,C2122798284,Agent,Volta,78985.19,61261.16,R1141506956,Individual,Eastern,13496.4,31220.43,0,0
725,T760213,CASH_IN,API,Android,AirtelTigo,Afternoon,Friday,57089.31,C1663933429,Government,Western,26244.58,0.0,R5288799631,Agent,Upper West,3523.33,60612.64,0,0
200,T495323,TRANSFER,USSD,Android,MTN,Night,Tuesday,39707.92,C8408939222,Individual,Upper West,158.52,0.0,R2002305548,Merchant,Northern,14465.22,54173.14,1,1
664,T425951,REVERSAL,USSD,FeaturePhone,AirtelTigo,Morning,Tuesday,50786.03,C1794764136,Agent,Western,4860.13,0.0,R7403845401,Merchant,Upper West,2747.54,53533.57,0,0
72,T578454,CASH_OUT,App,Android,AirtelTigo,Night,Wednesday,93797.29,C9833968573,Agent,Greater Accra,1368.52,0.0,R9258493150,Agent,Eastern,9633.89,103431.18,1,1
266,T534649,TRANSFER,Agent,FeaturePhone,AirtelTigo,Afternoon,Tuesday,59859.37,C4181095275,Government,Western,87451.41,27592.04,R4095876030,Merchant,Upper East,29359.11,89218.48000000001,0,0
424,T295327,TRANSFER,App,FeaturePhone,Vodafone,Afternoon,Monday,74522.82,C5079276328,Government,Western,56505.73,0.0,R7565235837,Government,Central,43522.45,118045.27,0,0
206,T425138,CASH_OUT,USSD,Android,AirtelTigo,Night,Monday,89968.42,C7508522951,Agent,Eastern,2445.83,0.0,R7627266377,Merchant,Western,25723.07,115691.48999999999,1,1
297,T328472,TRANSFER,Agent,iOS,MTN,Night,Sunday,15629.38,C5518813344,Individual,Volta,1220.24,0.0,R3981062152,Agent,Northern,15674.06,31303.44,1,0
580,T206639,CASH_OUT,API,iOS,MTN,Evening,Saturday,23411.85,C6045748534,Merchant,Upper East,74601.31,51189.46,R6327476347,Agent,Upper East,11149.67,34561.52,0,0
679,T470789,CASH_OUT,App,FeaturePhone,MTN,Night,Monday,7694.15,C2177711456,Agent,Western,1583.9,0.0,R1868498641,Government,Volta,31819.87,39514.02,1,0
638,T614646,CASH_OUT,API,Android,Vodafone,Night,Friday,29822.3,C7490269556,Agent,Eastern,563.67,0.0,R2708879427,Government,Volta,41312.89,71135.19,1,1
680,T208214,TRANSFER,USSD,Android,MTN,Night,Wednesday,45141.24,C6640801643,Government,Ashanti,894.17,0.0,R9078786223,Individual,Greater Accra,3934.88,49076.119999999995,1,1
235,T967949,CASH_OUT,Agent,FeaturePhone,Vodafone,Night,Saturday,77196.87,C4863329536,Agent,Volta,1457.69,0.0,R1222814829,Individual,Upper East,39180.37,116377.23999999999,1,1
656,T393710,UTILITY_PAYMENT,App,FeaturePhone,Vodafone,Night,Saturday,33237.6,C7423448074,Individual,Northern,54916.58,21678.980000000003,R6175138335,Agent,Northern,2601.93,35839.53,0,0
118,T808011,CASH_OUT,App,iOS,AirtelTigo,Night,Monday,24482.37,C4701485292,Merchant,Upper East,2515.75,0.0,R2734202799,Agent,Volta,21271.82,45754.19,1,1
535,T829183,CASH_IN,API,FeaturePhone,Vodafone,Night,Saturday,12011.99,C3816527675,Individual,Ashanti,31525.34,19513.35,R4731583559,Individual,Northern,34060.23,46072.22,0,0
387,T115626,TRANSFER,USSD,FeaturePhone,MTN,Night,Friday,58210.72,C1795059757,Agent,Upper East,839.87,0.0,R1009073541,Agent,Upper West,22990.41,81201.13,1,1
586,T589882,AIRTIME,USSD,Android,Vodafone,Night,Thursday,98376.25,C6753254566,Individual,Volta,76092.9,0.0,R6433033435,Government,Ashanti,46621.76,144998.01,0,0
215,T683303,TRANSFER,Agent,Android,AirtelTigo,Night,Saturday,43671.18,C5471700951,Merchant,Upper East,188.21,0.0,R7367149900,Individual,Ashanti,13075.09,56746.270000000004,1,1
360,T254511,CASH_OUT,API,Android,AirtelTigo,Night,Saturday,65099.08,C1104906255,Merchant,Upper West,1025.62,0.0,R5607762160,Individual,Eastern,46861.42,111960.5,1,1
84,T859359,CASH_OUT,Agent,iOS,MTN,Night,Monday,78479.95,C1116402431,Agent,Northern,975.57,0.0,R8055556030,Government,Central,22689.48,101169.43,1,1
567,T375621,UTILITY_PAYMENT,API,Android,Vodafone,Night,Friday,33800.32,C2765488952,Merchant,Volta,36237.49,2437.1699999999983,R9715484048,Individual,Eastern,41871.26,75671.58,0,0
186,T965800,CASH_OUT,API,Android,AirtelTigo,Evening,Tuesday,18828.97,C6074251735,Government,Upper West,56648.7,37819.729999999996,R7720408481,Individual,Greater Accra,10359.65,29188.620000000003,0,0
524,T728635,TRANSFER,USSD,iOS,Vodafone,Night,Sunday,91023.36,C2410713142,Agent,Volta,884.71,0.0,R4961067014,Merchant,Upper West,29427.59,120450.95,1,1
7,T548595,CASH_IN,USSD,Android,AirtelTigo,Evening,Thursday,70921.81,C3819842331,Agent,Eastern,16383.46,0.0,R5604643030,Merchant,Ashanti,8972.58,79894.39,0,0
327,T311331,TRANSFER,API,FeaturePhone,MTN,Night,Saturday,98284.48,C9305688531,Individual,Eastern,876.33,0.0,R8416359231,Government,Volta,8722.86,107007.34,1,1
371,T893234,TRANSFER,App,iOS,MTN,Afternoon,Wednesday,73304.41,C8836402339,Agent,Volta,4597.75,0.0,R7871960768,Agent,Upper West,6199.09,79503.5,0,0
709,T561350,AIRTIME,App,iOS,AirtelTigo,Morning,Monday,80871.53,C5435561147,Government,Upper West,76027.92,0.0,R9992004315,Merchant,Northern,8586.25,89457.78,0,0
711,T702156,REVERSAL,App,Android,MTN,Afternoon,Thursday,78448.44,C7659496134,Individual,Volta,38693.78,0.0,R6384863039,Merchant,Upper West,23374.57,101823.01000000001,0,0
172,T884060,TRANSFER,API,iOS,Vodafone,Afternoon,Thursday,65317.45,C4008689653,Individual,Central,35994.58,0.0,R3129327149,Agent,Northern,34330.25,99647.7,0,0
699,T273208,UTILITY_PAYMENT,Agent,Android,AirtelTigo,Evening,Monday,55350.28,C1035178153,Individual,Eastern,18431.52,0.0,R2966603855,Government,Upper West,30605.35,85955.63,0,0
703,T696431,CASH_OUT,API,iOS,MTN,Night,Thursday,11332.03,C5950854021,Agent,Greater Accra,568.6,0.0,R6048858653,Merchant,Western,41084.11,52416.14,1,0
399,T728556,CASH_IN,App,iOS,Vodafone,Night,Friday,48557.39,C6927479280,Agent,Northern,77679.63,29122.240000000005,R3631121893,Individual,Upper East,15909.04,64466.43,0,0
662,T875802,CASH_OUT,App,Android,Vodafone,Night,Tuesday,99647.18,C7591145183,Government,Volta,1571.29,0.0,R1070625927,Individual,Volta,37182.76,136829.94,1,1
563,T539715,TRANSFER,USSD,iOS,AirtelTigo,Morning,Tuesday,74158.11,C5121877996,Agent,Northern,73660.29,0.0,R7914989507,Merchant,Volta,3242.69,77400.8,0,0
179,T174455,TRANSFER,App,iOS,Vodafone,Night,Tuesday,89026.43,C1018760548,Government,Upper East,2182.6,0.0,R2895021517,Government,Eastern,32297.05,121323.48,1,1
506,T102038,CASH_IN,App,Android,Vodafone,Morning,Thursday,39923.45,C1281903547,Government,Greater Accra,30825.04,0.0,R7996528252,Agent,Greater Accra,3171.52,43094.969999999994,0,0
